event,series,method,window,CAR,t,sig
us_strikes,DKK,market_model,"(-1,1)",0.0002620659614852095,0.0785799073500622,
us_strikes,DKK,market_model,"(0,1)",-0.0001788022546317452,-0.06566281792808323,
us_strikes,DKK,market_model,"(0,5)",-0.0018988407380008667,-0.40260061967172295,
us_strikes,DKK,market_model,"(0,10)",0.0028641028080069932,0.4484910534702296,
us_strikes,DKK,market_model,"(0,20)",-0.003285285618877925,-0.3723274096334847,
us_strikes,MXN,const_mean,"(-1,1)",-0.0016820693187457477,-0.17300553307236358,
us_strikes,MXN,const_mean,"(0,1)",0.0002577244187069016,0.03246514164118001,
us_strikes,MXN,const_mean,"(0,5)",-0.005469633739459896,-0.3977950290056644,
us_strikes,MXN,const_mean,"(0,10)",-0.01347839854112394,-0.7239668528925538,
us_strikes,MXN,const_mean,"(0,20)",-0.013361201169409632,-0.5194127267370269,
us_strikes,MXN,market_model,"(-1,1)",-0.002398782465386871,-0.4252232447058201,
us_strikes,MXN,market_model,"(0,1)",-0.0028587307929784462,-0.620647514846251,
us_strikes,MXN,market_model,"(0,5)",-0.010306029172186924,-1.291821478623472,
us_strikes,MXN,market_model,"(0,10)",0.0008510194177671355,0.07878252316228251,
us_strikes,MXN,market_model,"(0,20)",0.0064593935680085585,0.4327816698098252,
us_strikes,BRL,const_mean,"(-1,1)",-0.0077451272783264,-0.5955510385514987,
us_strikes,BRL,const_mean,"(0,1)",-0.0004933175328784003,-0.04645822443446637,
us_strikes,BRL,const_mean,"(0,5)",-0.0012499404391877011,-0.06796178052622794,
us_strikes,BRL,const_mean,"(0,10)",-0.0368480065355591,-1.4796830866850097,
us_strikes,BRL,const_mean,"(0,20)",-0.032644505791734904,-0.9487493807065988,
us_strikes,BRL,market_model,"(-1,1)",-0.008582512384250642,-0.9390583393638552,
us_strikes,BRL,market_model,"(0,1)",-0.004134485815859566,-0.5540452946836629,
us_strikes,BRL,market_model,"(0,5)",-0.006900632798753893,-0.5338903305117724,
us_strikes,BRL,market_model,"(0,10)",-0.020105965132281977,-1.148860624511031,
us_strikes,BRL,market_model,"(0,20)",-0.00948674609183484,-0.39232536918307476,
us_strikes,ZAR,const_mean,"(-1,1)",0.0033051568312245814,0.2375908523861301,
