spec,term,estimator,coef,se,t,p
B: VIX + GPR,vix_tariff,HC3,-0.06738755276329018,0.07717536853118902,-0.8731743566090875,0.3825680498028661
B: VIX + GPR,vix_tariff,HAC(0),-0.06738755276329018,0.043727027385756935,-1.5410961318911909,0.12329339115208782
B: VIX + GPR,vix_tariff,HAC(1),-0.06738755276329018,0.03390837252579912,-1.9873425866139254,0.04688444537350027
B: VIX + GPR,vix_tariff,HAC(2),-0.06738755276329018,0.029647483792193167,-2.272960269938146,0.023028574255223005
B: VIX + GPR,vix_tariff,HAC(3),-0.06738755276329018,0.02947852783113284,-2.2859877246692384,0.022254976704244797
B: VIX + GPR,vix_tariff,HAC(4),-0.06738755276329018,0.024806284081652103,-2.7165516826896776,0.006596589502405746
B: VIX + GPR,vix_tariff,HAC(5),-0.06738755276329018,0.024916419928615895,-2.704543949586322,0.006839822103824638
B: VIX + GPR,vix_tariff,HAC(6),-0.06738755276329018,0.024703377577097105,-2.727867982950083,0.006374511400417914
B: VIX + GPR,vix_tariff,HAC(7),-0.06738755276329018,0.02393450208303937,-2.8154984185379317,0.0048701636641745455
B: VIX + GPR,vix_tariff,HAC(8),-0.06738755276329018,0.02323956586004978,-2.8996906899682435,0.0037353106087218047
B: VIX + GPR,vix_tariff,HAC(10),-0.06738755276329018,0.0222532102041071,-3.0282171491308247,0.0024600124784116815
B: VIX + GPR,vix_tariff,HAC(12),-0.06738755276329018,0.020763365938571973,-3.245502341125952,0.0011724360047431375
B: VIX + GPR,vix_tariff,HAC(15),-0.06738755276329018,0.01910486511727745,-3.527245670127677,0.00041990695478749446
B: VIX + GPR,vix_tariff,HAC(21),-0.06738755276329018,0.017063200725451446,-3.949291451677938,7.838286733480811e-05
B: VIX + GPR,vix_tariff,HAC(7) auto,-0.06738755276329018,0.02393450208303937,-2.8154984185379317,0.0048701636641745455
B: VIX + GPR,vix_hormuz,classical,0.06203444411794597,0.05723889227195462,1.0837813531262384,0.27859628896109345
B: VIX + GPR,vix_hormuz,HC0,0.06203444411794597,0.058246083579416574,1.0650406054059256,0.28685755503485233
B: VIX + GPR,vix_hormuz,HC1,0.06203444411794597,0.058425763441432806,1.0617652293089945,0.2883422784830828
B: VIX + GPR,vix_hormuz,HC2,0.06203444411794597,0.06988180161665933,0.8877052778095148,0.3746993061754281
B: VIX + GPR,vix_hormuz,HC3,0.06203444411794597,0.08707500392845845,0.7124253955694793,0.47620139422707486
B: VIX + GPR,vix_hormuz,HAC(0),0.06203444411794597,0.05824608357941652,1.0650406054059265,0.286857555034852
